id,abstract,authorships.author.display_name,authorships.author.id,authorships.author.orcid,authorships.countries,authorships.institutions.display_name,authorships.institutions.id,authorships.is_corresponding,best_oa_location.license,citation_normalized_percentile.value,cited_by_count,corresponding_institution_ids,display_name,doi,funders.display_name,fwci,ids.pmid,is_retracted,language,open_access.is_oa,open_access.oa_status,primary_location.source.display_name,primary_location.source.id,primary_location.source.issn_l,primary_location.source.type,primary_topic.display_name,publication_date,publication_year,type
https://openalex.org/W4313141308,"Smart agriculture benefits from unmanned aerial vehicles (UAV), and in-field sensors to collect data used to make responsible crop management decisions which sustainably increase yields. In addition, smart agriculture relies on machine learning algorithms, creative networking solutions, and edge and cloud computing resources to collect, transfer, and process agricultural data. UAV can carry a wide array of sensors, maneuver rapidly throughout the field, apply treatments for some crop health problems, and can be flown by software. UAV, however, have small batteries and limited carrying capacities which keep missions short. In this paper, we provide an overview of state-of-the-art UAV swarm technology for smart agriculture, and present experiences from real-world agricultural UAV swarm case studies. We describe how quick mapping of large areas such as crop fields necessitates multiple UAV missions, potentially using multiple UAV simultaneously as a swarm. We detail how swarms of UAV have added advantages over a single UAV deployment. They can coordinate to map areas in parallel, leverage multiple sensor types, target areas for close inspection, and diagnose and treat problems rapidly. UAV swarms come with additional implementation difficulties beyond single UAV. We list challenges to implementers in terms of Resource allocation, compute orchestration, multi-agent mission planning and swarm goal definition. We also describe recent advances in edge computing, machine learning, and autonomy in orchestration and resource management techniques for swarm deployments. Finally, we conclude with research opportunities that future work can address to improve swarm performance, scale, and adoption for smart agriculture.",Chengyi Qu|Jayson Boubin|Durbek Gafurov|Jianfeng Zhou|Noel Aloysius|Henry Nguyen|Prasad Calyam,https://openalex.org/A5023662385|https://openalex.org/A5009145336|https://openalex.org/A5055376497|https://openalex.org/A5021434500|https://openalex.org/A5003272576|https://openalex.org/A5102914545|https://openalex.org/A5072008189,https://orcid.org/0000-0002-7936-4813|https://orcid.org/0000-0002-4296-9624|||https://orcid.org/0000-0002-9094-427X|https://orcid.org/0000-0002-5912-3852|https://orcid.org/0000-0002-7666-5389,US|US|US|US|US|US|US,University of Missouri|Binghamton University|University of Missouri|University of Missouri|University of Missouri|University of Missouri|University of Missouri,https://openalex.org/I76835614|https://openalex.org/I123946342|https://openalex.org/I76835614|https://openalex.org/I76835614|https://openalex.org/I76835614|https://openalex.org/I76835614|https://openalex.org/I76835614,True|False|False|False|False|False|False,cc-by,0.99356637,44,https://openalex.org/I76835614,UAV Swarms in Smart Agriculture: Experiences and Opportunities,https://doi.org/10.1109/escience55777.2022.00029,National Science Foundation,23.6396,,False,en,True,green,,,,,UAV Applications and Optimization,2022-10-01,2022,article
https://openalex.org/W4404277097,"Weeds significantly threaten agricultural productivity by competing with crops for nutrients, particularly in organic farming, where chemical herbicides are prohibited. On Spain’s Mediterranean coast, organic citrus farms face increasing challenges from invasive species like Araujia sericifera and Cortaderia selloana , which further complicate cover crop management. This study introduces a swarm system of unmanned aerial vehicles (UAVs) equipped with neural networks based on YOLOv10 for the detection and geo-location of these invasive weeds. The system achieves F1-scores of 0.78 for Araujia sericifera and 0.80 for Cortaderia selloana . Using GPS and RTK, the UAVs generate KML files to guide diffuser drones for precise, localized treatments with organic products. By automating the detection, treatment, and elimination of invasive species, the system enhances both productivity and sustainability in organic farming. Additionally, the proposed solution addresses the high labor costs associated with manual weeding by reducing the need for human intervention. A comprehensive economic analysis indicates potential savings ranging from 1810 to 2650 € per hectare, depending on farm size. This innovative approach not only improves weed control efficiency but also promotes environmental sustainability, offering a scalable solution for organic and conventional agriculture alike. • AI-powered drones autonomously detect and treat invasive pests in organic orange groves. • YOLOv10 developed model detects Araujia sericifera (F1: 0.78) and Cortaderia selloana (F1: 0.80). • UAVs use GPS/RTK to create KML files, guiding drones for precise organic treatments. • Economic analysis shows savings of 1810–2650 € per hectare, depending on farm size.",Paula Catala-Roman|Jaume Segura-García|Esther Dura|Enrique A. Navarro|José M. Alcaraz Calero|Miguel García,https://openalex.org/A5093960852|https://openalex.org/A5025146281|https://openalex.org/A5103266934|https://openalex.org/A5083908151|https://openalex.org/A5049376858|https://openalex.org/A5048401655,https://orcid.org/0009-0006-4904-1315|https://orcid.org/0000-0002-9138-5465|https://orcid.org/0000-0002-2603-5549|https://orcid.org/0000-0001-8365-0233|https://orcid.org/0000-0002-2654-7595|https://orcid.org/0000-0003-2590-6370,ES|ES|ES|ES|GB|ES,Universitat de València|Universitat de València|Universitat de València|Universitat de València|University of the West of Scotland|Universitat de València,https://openalex.org/I16097986|https://openalex.org/I16097986|https://openalex.org/I16097986|https://openalex.org/I16097986|https://openalex.org/I868834043|https://openalex.org/I16097986,False|True|False|False|False|True,cc-by-nc-nd,0.98952162,23,https://openalex.org/I16097986,AI-based autonomous UAV swarm system for weed detection and treatment: Enhancing organic orange orchard efficiency with agriculture 5.0,https://doi.org/10.1016/j.iot.2024.101418,"UK Research and Innovation|Ministerio de Ciencia, Innovación y Universidades|European Commission|Generalitat Valenciana|HORIZON EUROPE Framework Programme|Engineering and Physical Sciences Research Council|European Regional Development Fund|Agencia Estatal de Investigación",13.9318,,False,en,True,hybrid,Internet of Things,https://openalex.org/S4210174276,2542-6605,journal,Smart Agriculture and AI,2024-11-12,2024,article
https://openalex.org/W4389777463,,Ioanna Karampelia|Thomas Kyriakidis|Malamati Louta,https://openalex.org/A5029119601|https://openalex.org/A5023157926|https://openalex.org/A5039269402,https://orcid.org/0009-0004-2559-5554|https://orcid.org/0000-0001-5664-2473|https://orcid.org/0009-0005-2283-7383,GR|GR|GR,University of Western Macedonia|University of Western Macedonia|University of Western Macedonia,https://openalex.org/I89506807|https://openalex.org/I89506807|https://openalex.org/I89506807,True|False|False,,0.92407307,8,https://openalex.org/I89506807,UAV swarms &amp; Task allocation: the way ahead in precision agriculture,https://doi.org/10.1109/iisa59645.2023.10345854,,3.5294,,False,en,False,closed,,,,,UAV Applications and Optimization,2023-07-10,2023,article
https://openalex.org/W4317926943,"Unmanned aerial vehicles (UAV) play a critical role in many edge computing deployments and applications. UAV are prized for their maneuverability, low cost, and sensing capacity, facilitating many applications that would otherwise be prohibitively expensive or dangerous without them. UAV are cheaper than alternative aerial analysis methods, but still incur costs from expensive human piloting and workloads which necessitate high-resolution coverage of large areas. Recently, autonomous UAV swarms have emerged to increase the speed of deployments, decrease the cost and scope of human piloting, and improve the quality of autonomous decision-making through data sharing. Autonomous UAV deployments, however, suffer from external factors. UAV are inherently power-constrained, with low onboard battery lives and limited ability to siphon power from the edge systems that support them. Certain environmental conditions, like inclement weather, wind, extreme heat, and low light also affect UAV power consumption, sensed data quality, and ultimately mission success. In this paper, we present an empirically based model for efficient autonomous swarm deployment. We built and deployed a real autonomous UAV swarm to map leaf defoliation in soybeans. Using this deployment, we determined environmental conditions which led to malfunctions, inefficient edge energy usage, and mispredictions. Using these findings, we developed a deployment model for UAV swarms that decreases malfunctions and data irregularities by 4.9X and decreases edge energy consumption by 45%, while increasing deployment times by only 4%.",Jayson Boubin|Zichen Zhang|John Chumley|Christopher Stewart,https://openalex.org/A5009145336|https://openalex.org/A5100739120|https://openalex.org/A5087155804|https://openalex.org/A5010966641,https://orcid.org/0000-0002-4296-9624|https://orcid.org/0000-0002-8919-6243||https://orcid.org/0000-0002-2860-7889,US|US|US|US,Binghamton University|The Ohio State University|The Ohio State University|The Ohio State University,https://openalex.org/I123946342|https://openalex.org/I52357470|https://openalex.org/I52357470|https://openalex.org/I52357470,True|False|False|False,,0.85916076,5,https://openalex.org/I123946342,Adaptive Deployment for Autonomous Agricultural UAV Swarms,https://doi.org/10.1145/3560905.3568414,National Science Foundation|Ohio Soybean Council,1.5398,,False,en,True,gold,,,,,UAV Applications and Optimization,2022-11-06,2022,article
https://openalex.org/W4286632871,,Nawar Mohammad|L.I. Voronova|V.I. Voronov,https://openalex.org/A5060219743|https://openalex.org/A5067250404|https://openalex.org/A5091772787,||,RU|RU|RU,Moscow Technical University of Communication and Informatics|Moscow Technical University of Communication and Informatics|Moscow Technical University of Communication and Informatics,https://openalex.org/I4210110898|https://openalex.org/I4210110898|https://openalex.org/I4210110898,True|False|False,,0.83447157,4,https://openalex.org/I4210110898,Development of a simulation model for using a swarm of UAVs in agriculture,https://doi.org/10.1117/12.2643249,,1.2315,,False,en,False,closed,,,,,UAV Applications and Optimization,2022-07-06,2022,article
https://openalex.org/W4409201442,"• Innovative model design: An enhanced SAO - CNN model integrating adaptive convolution, self - supervised learning, ConvLSTM, and bio - inspired algorithms is proposed. It improves recognition accuracy and robustness in complex agricultural settings. • Effective optimization strategies: Bio - inspired algorithms (e.g., genetic and particle swarm optimization) optimize UAV swarm intelligence, enhancing flight strategy, image acquisition, recognition efficiency, real - time performance, and coverage in large - scale farmland monitoring. • Temporal feature utilization: The ConvLSTM - based model combines constitutional layers and LSTM structure to extract temporal info from video frames, boosting recognition accuracy and timeliness in dynamic monitoring. • Superior experimental performance: The SAO - CNN model outperforms traditional and other deep learning models, achieving 91.2% classification accuracy, 0.89 recall, 0.88 F1 score, and 32 fps processing speed in agricultural pest image classification. The rapid advancement of agricultural modernization demands urgent solutions for accurate and real-time pest monitoring to enhance crop productivity. Traditional manual methods lack efficiency and fail to capture dynamic pest behaviors, while existing deep learning models struggle with robustness in complex environments. To address these challenges, this study proposes a novel Dynamic Agricultural Pest Classification System that integrates an enhanced Self-Activation Optimization Convolutional Neural Network (SAO-CNN) with bio-inspired swarm intelligence for UAVs. The SAO-CNN innovatively combines adaptive convolutional layers, self-supervised learning, and ConvLSTM to optimize spatial-temporal feature extraction, while swarm algorithms (ACO and PSO) enhance UAV path planning and task allocation. Key contributions include: (1) A hybrid SAO-CNN architecture that dynamically adjusts convolution kernels and leverages unlabeled data through self-supervised learning, improving adaptability to lighting and background variations. (2) A UAV swarm intelligence framework optimized via bio-inspired algorithms, reducing flight time by 29.2% and energy consumption by 32% compared to non-optimized systems. (3) Superior performance with 91.2% classification accuracy, 0.89 recall, and 32 FPS processing speed, outperforming state-of-the-art models (e.g., YOLO variants, ResNet, and ConvLSTM) in both static and dynamic scenarios. This work provides a robust solution for real-time pest monitoring, significantly advancing precision agriculture and sustainable crop management.",Shiwei Chu|Wenting Bao,https://openalex.org/A5086371554|https://openalex.org/A5048212629,https://orcid.org/0009-0008-9440-8248|https://orcid.org/0009-0006-5695-3187,CN|CN,Anhui University|Anhui University,https://openalex.org/I143868143|https://openalex.org/I143868143,False|True,cc-by-nc-nd,0.97387669,5,https://openalex.org/I143868143,Dynamic Agricultural Pest Classification Using Enhanced SAO-CNN and Swarm Intelligence Optimization for UAVs,https://doi.org/10.1016/j.ijcce.2025.04.002,,9.3561,,False,en,True,gold,International Journal of Cognitive Computing in Engineering,https://openalex.org/S4210212586,2666-3074,journal,Smart Agriculture and AI,2025-04-06,2025,article
https://openalex.org/W4401232353,"Smart agriculture, through precision farming, is revolutionizing traditional farming methods by optimizing resource use and enhancing yields. With the integration of technology, especially the advent of Unmanned Aerial Vehicles (UAVs) or drones, modern agriculture has attained new heights in efficient crop management, real-time data collection, and sustainable practices. UAVs play a pivotal role, offering aerial insights into crop health, soil conditions, and targeted resource application, promoting sustainable farming. However, navigating UAVs efficiently across dynamic agricultural terrains presents challenges, particularly in path planning. While traditional grid-based models have their merits, the complexities of modern farms demand more adaptive models. This work introduces a hierarchical path planning framework for UAVs, combining the “Enhanced Genetic Algorithm using Fuzzy Logic” for global planning and the “Improved D* Algorithm” for real-time local adjustments. This dual-layered approach ensures efficient, safe, and energy-conserving UAV trajectories, marking a significant advancement in UAV-based smart agriculture.",Roberto E. Roque -Claros|Deivi P. Flores-Llanos|Abel R. Maquera-Humpiri|Vijaya Krishna Sonthi|Sudhakar Sengan|Rajasekar Rangasamy,https://openalex.org/A5106116467|https://openalex.org/A5106167218|https://openalex.org/A5106116468|https://openalex.org/A5062122388|https://openalex.org/A5082920406|https://openalex.org/A5068314991,|||https://orcid.org/0000-0002-2635-4531|https://orcid.org/0000-0003-4901-1432|https://orcid.org/0000-0001-7965-256X,PE|PE|PE|IN|IN|IN,Universidad Nacional del Altiplano|Universidad Nacional del Altiplano|Universidad Nacional de Moquegua|Koneru Lakshmaiah Education Foundation|Tirunelveli Medical College|GITAM University,https://openalex.org/I4210136524|https://openalex.org/I4210136524|https://openalex.org/I4210165745|https://openalex.org/I875944469|https://openalex.org/I118826373|https://openalex.org/I885392262,True|False|False|False|False|False,,0.71712729,3,https://openalex.org/I4210136524,UAV Path Planning Model Leveraging Machine Learning and Swarm Intelligence for Smart Agriculture,https://doi.org/10.12694/scpe.v25i5.3131,,0.7609,,False,en,True,diamond,Scalable Computing Practice and Experience,https://openalex.org/S2764391171,1895-1767,journal,Robotic Path Planning Algorithms,2024-08-01,2024,article
https://openalex.org/W4416529056,,Adel Assiri|Fahad Kamal Alsheref|Mostafa Al Ghamdi|Mohamed M. Abbassy,https://openalex.org/A5024045810|https://openalex.org/A5000573922|https://openalex.org/A5038596206|https://openalex.org/A5005898170,https://orcid.org/0000-0002-3678-0956|https://orcid.org/0000-0001-5894-9583|https://orcid.org/0000-0002-2618-4077|https://orcid.org/0000-0003-2069-6773,SA|SA|SA|EG,King Khalid University|King Khalid University|Al Baha University|Beni-Suef University,https://openalex.org/I82952536|https://openalex.org/I82952536|https://openalex.org/I52207611|https://openalex.org/I113643904,False|False|False|True,,0.93817193,2,https://openalex.org/I113643904,MADRL-SI: a multi-agent deep reinforcement learning-based swarm intelligence approach for coordinating multiple UAVs in smart agriculture systems,https://doi.org/10.1007/s41870-025-02807-3,,3.8123,,False,en,False,closed,International Journal of Information Technology,https://openalex.org/S4210223273,2511-2104,journal,Smart Agriculture and AI,2025-11-22,2025,article
https://openalex.org/W4383345754,,Xinyu Liu|Guangquan Li|Haoyuan Yang|Nianru Zhang|Longfei Wang|Peng Shao,https://openalex.org/A5032571999|https://openalex.org/A5102994564|https://openalex.org/A5100573036|https://openalex.org/A5112954184|https://openalex.org/A5107143422|https://openalex.org/A5022190845,https://orcid.org/0000-0003-0530-3011|https://orcid.org/0000-0003-1050-634X|||https://orcid.org/0009-0002-9136-2797|https://orcid.org/0000-0002-6377-0585,CN|CN|CN|CN|CN|CN,Jiangxi Agricultural University|Jiangxi Agricultural University|Jiangxi Agricultural University|Jiangxi Agricultural University|Jiangxi Agricultural University|Jiangxi Agricultural University,https://openalex.org/I74837319|https://openalex.org/I74837319|https://openalex.org/I74837319|https://openalex.org/I74837319|https://openalex.org/I74837319|https://openalex.org/I74837319,False|False|False|False|False|True,,0.99319328,113,https://openalex.org/I74837319,Agricultural UAV trajectory planning by incorporating multi-mechanism improved grey wolf optimization algorithm,https://doi.org/10.1016/j.eswa.2023.120946,,13.8036,,False,en,False,closed,Expert Systems with Applications,https://openalex.org/S13144211,0957-4174,journal,Robotic Path Planning Algorithms,2023-07-06,2023,article
https://openalex.org/W4313291464,,Zunliang Wang|Haipeng Yao|Tianle Mai|Zehui Xiong|Xiaohua Wu|Di Wu|Song Guo,https://openalex.org/A5010845183|https://openalex.org/A5100666106|https://openalex.org/A5005621448|https://openalex.org/A5005327587|https://openalex.org/A5044923347|https://openalex.org/A5102021396|https://openalex.org/A5043464306,https://orcid.org/0000-0002-2147-8850|https://orcid.org/0000-0003-1391-7363|https://orcid.org/0000-0002-8500-1461|https://orcid.org/0000-0002-4440-941X|https://orcid.org/0009-0001-9619-481X|https://orcid.org/0009-0008-6239-6019|https://orcid.org/0000-0001-9831-2202,CN|CN|CN|SG||CN|HK,Beijing University of Posts and Telecommunications|Beijing University of Posts and Telecommunications|Beijing University of Posts and Telecommunications|Singapore University of Technology and Design||Beijing University of Posts and Telecommunications|Hong Kong Polytechnic University,https://openalex.org/I139759216|https://openalex.org/I139759216|https://openalex.org/I139759216|https://openalex.org/I152815399||https://openalex.org/I139759216|https://openalex.org/I14243506,True|False|False|False|False|False|False,,0.99745826,70,https://openalex.org/I139759216,Learning to Routing in UAV Swarm Network: A Multi-Agent Reinforcement Learning Approach,https://doi.org/10.1109/tvt.2022.3232815,,37.8595,,False,en,False,closed,IEEE Transactions on Vehicular Technology,https://openalex.org/S10936095,0018-9545,journal,UAV Applications and Optimization,2022-12-29,2022,article
